migration_id,appendix,source_kind,source_locator,section,style,source_text,planned_disposition,retain_in_book,target,volatile,status,companion_path,companion_locator,companion_coverage_status,normalised_match_score,source_verification_status,book_v3_8_action,phase14c_closure_status,closure_basis
APX-T30-R10,B,table_row,Table B.1 row 10,Table B.1,Table Row,"Stage and gate = 10. Confirm admission and timetable || Bachelor’s thesis: official route = Mandatory. Obtain or verify registration confirmation, the commission, individual timetable, place or mode and the current bibliography and topics for the knowledge test. Recommended. Recheck these items immediately before travel or attendance and preserve the last official version. Authority: B1, B4, B5 and B7. || Master’s dissertation: official route = Mandatory. Obtain or verify registration confirmation, the commission, individual timetable and place or mode. Use only a duration or presentation format expressly stated by the current competent source; the general regulation does not create a universal 15-minute limit. Recommended. Recheck the timetable immediately before attendance. Authority: B2, B4, B6 and B8.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/08_INSTITUTIONAL_LINKS/ASE_CSIE/B1_OFFICIAL_PROCESS_BY_ROUTE.csv,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/08_INSTITUTIONAL_LINKS/B1_CHRONOLOGICAL_OFFICIAL_PROCESS_BY_ROUTE.csv,data row 10,EDITABLE_ROW_PRESENT,0.963,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 10 exists and normalised source-to-companion content comparison scored 0.963; source-date and source-code updates are governed by Phase 14C registers.
APX-T30-R11,B,table_row,Table B.1 row 11,Table B.1,Table Row,Stage and gate = 11. Sit the examination || Bachelor’s thesis: official route = Mandatory. Complete two oral tests: evaluation of fundamental and specialist knowledge and presentation and defence of the thesis. The current regulation allocates up to 15 minutes to each test. Each test must receive at least 5.00 and the overall examination average must be at least 6.00. Authority: B1. || Master’s dissertation: official route = Mandatory. Complete the public oral presentation and defence of the dissertation as one examination test. The overall average must be at least 6.00. Do not import the bachelor’s two-test structure or its time limit into this route. Authority: B2.,MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/08_INSTITUTIONAL_LINKS/ASE_CSIE/B1_OFFICIAL_PROCESS_BY_ROUTE.csv,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/08_INSTITUTIONAL_LINKS/B1_CHRONOLOGICAL_OFFICIAL_PROCESS_BY_ROUTE.csv,data row 11,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 11 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T30-R12,B,table_row,Table B.1 row 12,Table B.1,Table Row,"Stage and gate = 12. Record result and close evidence || Bachelor’s thesis: official route = Mandatory. Verify the result through the official channel. Under the current regulation, results are communicated within no more than 48 hours and cannot be appealed. Recommended. Retain the result record, final submitted file, key receipts and the resolved authority record as the administrative closeout set. Authority: B1. || Master’s dissertation: official route = Mandatory. Verify the result through the official channel. Under the current regulation, results are communicated within no more than 48 hours and cannot be appealed. Recommended. Retain the result record, final submitted file, key receipts and the resolved authority record as the administrative closeout set. Authority: B2.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/08_INSTITUTIONAL_LINKS/ASE_CSIE/B1_OFFICIAL_PROCESS_BY_ROUTE.csv,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/08_INSTITUTIONAL_LINKS/B1_CHRONOLOGICAL_OFFICIAL_PROCESS_BY_ROUTE.csv,data row 12,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 12 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T31-R00,B,table_header,Table B.2 row 0,Table B.2,Table Header,column_1 = Current-session item || column_2 = Official source and revision || column_3 = Operational value to record || column_4 = Status and retained evidence,CREATE_SCHEMA_AND_COLUMN_DICTIONARY,NO_TABLE; RETAIN ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/08_INSTITUTIONAL_LINKS/ASE_CSIE/B2_CURRENT_SESSION_CALENDAR_AND_AUTHORITY_RECORD.csv,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/08_INSTITUTIONAL_LINKS/B2_CURRENT_SESSION_CALENDAR_AND_AUTHORITY_RECORD.csv,header row (row 0),SCHEMA_HEADER_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 0 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T31-R01,B,table_row,Table B.2 row 1,Table B.2,Table Row,"Current-session item = Applicable regulation and supersession check || Official source and revision = Record the exact title, decision number, date and latest Senate Monitor check. || Operational value to record = Record whether a later amendment, replacement or correction exists. || Status and retained evidence = CONFIRMED only after dated check; retain the regulation and monitor evidence.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/08_INSTITUTIONAL_LINKS/ASE_CSIE/B2_CURRENT_SESSION_CALENDAR_AND_AUTHORITY_RECORD.csv,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/08_INSTITUTIONAL_LINKS/B2_CURRENT_SESSION_CALENDAR_AND_AUTHORITY_RECORD.csv,data row 1,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 1 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T31-R02,B,table_row,Table B.2 row 2,Table B.2,Table Row,"Current-session item = Candidate status and route || Official source and revision = Record faculty, programme, bachelor’s or master’s route, cohort status and session. || Operational value to record = Record any conditional mobility, previous-cohort, additional-year or external-institution route. || Status and retained evidence = Retain the status evidence and the source that activates any condition.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/08_INSTITUTIONAL_LINKS/ASE_CSIE/B2_CURRENT_SESSION_CALENDAR_AND_AUTHORITY_RECORD.csv,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/08_INSTITUTIONAL_LINKS/B2_CURRENT_SESSION_CALENDAR_AND_AUTHORITY_RECORD.csv,data row 2,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 2 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T31-R03,B,table_row,Table B.2 row 3,Table B.2,Table Row,"Current-session item = Topic and supervisor approval || Official source and revision = Record approved title, supervisor, request route, approval date and deadline source. || Operational value to record = Record the approval or the unresolved action required. || Status and retained evidence = Retain the approved request and authoritative title string.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/08_INSTITUTIONAL_LINKS/ASE_CSIE/B2_CURRENT_SESSION_CALENDAR_AND_AUTHORITY_RECORD.csv,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/08_INSTITUTIONAL_LINKS/B2_CURRENT_SESSION_CALENDAR_AND_AUTHORITY_RECORD.csv,data row 3,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 3 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T31-R04,B,table_row,Table B.2 row 4,Table B.2,Table Row,"Current-session item = Conditional title or supervisor change || Official source and revision = Record the applicable regulatory minimum and the current-session operational deadline. || Operational value to record = Record justification, endorsements, approval and effect on the title record. || Status and retained evidence = Use NOT APPLICABLE or retain the complete written approval chain.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/08_INSTITUTIONAL_LINKS/ASE_CSIE/B2_CURRENT_SESSION_CALENDAR_AND_AUTHORITY_RECORD.csv,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/08_INSTITUTIONAL_LINKS/B2_CURRENT_SESSION_CALENDAR_AND_AUTHORITY_RECORD.csv,data row 4,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 4 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T31-R05,B,table_row,Table B.2 row 5,Table B.2,Table Row,"Current-session item = Final file and declaration freeze || Official source and revision = Record exact title, final PDF name, hash and applicable declaration version. || Operational value to record = Record placement of the declaration in the work and the distinct signed copy required for registration. || Status and retained evidence = Retain the frozen PDF, hash log and signed declaration copy.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/08_INSTITUTIONAL_LINKS/ASE_CSIE/B2_CURRENT_SESSION_CALENDAR_AND_AUTHORITY_RECORD.csv,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/08_INSTITUTIONAL_LINKS/B2_CURRENT_SESSION_CALENDAR_AND_AUTHORITY_RECORD.csv,data row 5,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 5 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T31-R06,B,table_row,Table B.2 row 6,Table B.2,Table Row,"Current-session item = Similarity-review window || Official source and revision = Record opening and closing date, time, time zone where relevant, platform and eligible account. || Operational value to record = Record upload receipt, file hash, report identifier and supervisor-review deadline. || Status and retained evidence = PENDING until the official window is released; retain receipt and report when CLOSED.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/08_INSTITUTIONAL_LINKS/ASE_CSIE/B2_CURRENT_SESSION_CALENDAR_AND_AUTHORITY_RECORD.csv,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/08_INSTITUTIONAL_LINKS/B2_CURRENT_SESSION_CALENDAR_AND_AUTHORITY_RECORD.csv,data row 6,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 6 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T31-R07,B,table_row,Table B.2 row 7,Table B.2,Table Row,"Current-session item = Supervisor decision || Official source and revision = Record decision vocabulary, decision date and controlling source. || Operational value to record = Record corrections required before admission or the final admission decision. || Status and retained evidence = Retain the dated decision and the analysed report.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/08_INSTITUTIONAL_LINKS/ASE_CSIE/B2_CURRENT_SESSION_CALENDAR_AND_AUTHORITY_RECORD.csv,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/08_INSTITUTIONAL_LINKS/B2_CURRENT_SESSION_CALENDAR_AND_AUTHORITY_RECORD.csv,data row 7,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 7 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T31-R08,B,table_row,Table B.2 row 8,Table B.2,Table Row,"Current-session item = Validated work transfer || Official source and revision = Record official recipient or channel, deadline and required file identity. || Operational value to record = Record transmission date, receipt and hash match against the reviewed file. || Status and retained evidence = CONFLICT if sources disagree on channel or deadline; do not guess.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/08_INSTITUTIONAL_LINKS/ASE_CSIE/B2_CURRENT_SESSION_CALENDAR_AND_AUTHORITY_RECORD.csv,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/08_INSTITUTIONAL_LINKS/B2_CURRENT_SESSION_CALENDAR_AND_AUTHORITY_RECORD.csv,data row 8,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 8 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T31-R09,B,table_row,Table B.2 row 9,Table B.2,Table Row,"Current-session item = Registration window and dossier || Official source and revision = Record opening and closing date, exact final-day cut-off, channel and complete dossier list. || Operational value to record = Record conditional documents, approvals or fees without treating them as universal. || Status and retained evidence = Retain dossier inventory, submission evidence and any written clarification.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/08_INSTITUTIONAL_LINKS/ASE_CSIE/B2_CURRENT_SESSION_CALENDAR_AND_AUTHORITY_RECORD.csv,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/08_INSTITUTIONAL_LINKS/B2_CURRENT_SESSION_CALENDAR_AND_AUTHORITY_RECORD.csv,data row 9,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 9 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T31-R10,B,table_row,Table B.2 row 10,Table B.2,Table Row,"Current-session item = Registration confirmation || Official source and revision = Record who confirms registration, by what channel and by when. || Operational value to record = Record confirmation identifier, message or status and any defect requiring correction. || Status and retained evidence = Not CLOSED until confirmation or equivalent official evidence is retained.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/08_INSTITUTIONAL_LINKS/ASE_CSIE/B2_CURRENT_SESSION_CALENDAR_AND_AUTHORITY_RECORD.csv,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/08_INSTITUTIONAL_LINKS/B2_CURRENT_SESSION_CALENDAR_AND_AUTHORITY_RECORD.csv,data row 10,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 10 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T31-R11,B,table_row,Table B.2 row 11,Table B.2,Table Row,"Current-session item = Commission, timetable and examination material || Official source and revision = Record commission, individual slot, place or mode and, for bachelor’s candidates, the current topics and bibliography. || Operational value to record = Record the publication source, revision date and last pre-attendance check. || Status and retained evidence = CONFLICT if two current sources disagree; retain the authoritative resolution.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/08_INSTITUTIONAL_LINKS/ASE_CSIE/B2_CURRENT_SESSION_CALENDAR_AND_AUTHORITY_RECORD.csv,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/08_INSTITUTIONAL_LINKS/B2_CURRENT_SESSION_CALENDAR_AND_AUTHORITY_RECORD.csv,data row 11,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 11 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T31-R12,B,table_row,Table B.2 row 12,Table B.2,Table Row,"Current-session item = Examination or defence || Official source and revision = Record official date, time, place or mode, structure and any route-specific presentation rule. || Operational value to record = Record accessibility arrangements or other approved conditions where applicable. || Status and retained evidence = Use only the current competent source; never infer missing values from another route.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/08_INSTITUTIONAL_LINKS/ASE_CSIE/B2_CURRENT_SESSION_CALENDAR_AND_AUTHORITY_RECORD.csv,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/08_INSTITUTIONAL_LINKS/B2_CURRENT_SESSION_CALENDAR_AND_AUTHORITY_RECORD.csv,data row 12,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 12 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T31-R13,B,table_row,Table B.2 row 13,Table B.2,Table Row,"Current-session item = Result and closeout set || Official source and revision = Record publication channel, result date and applicable final evidence. || Operational value to record = Record final submitted file, receipts, approvals, result record and resolved authority log. || Status and retained evidence = Mark CLOSED only when the retained set supports the complete route.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/08_INSTITUTIONAL_LINKS/ASE_CSIE/B2_CURRENT_SESSION_CALENDAR_AND_AUTHORITY_RECORD.csv,YES,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/08_INSTITUTIONAL_LINKS/B2_CURRENT_SESSION_CALENDAR_AND_AUTHORITY_RECORD.csv,data row 13,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 13 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T32-R00,C,table_header,Table C.1 row 0,Table C.1,Table Header,"column_1 = Milestone or record class || column_2 = Minimum controlled record || column_3 = Review, approval and retention || column_4 = Missing or stale record: control response",CREATE_SCHEMA_AND_COLUMN_DICTIONARY,NO_TABLE; RETAIN ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/07_SUBMISSION_AND_DEFENCE/C1_MILESTONE_EVIDENCE_REGISTER.csv,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/08_INSTITUTIONAL_LINKS/C1_PROJECT_RECORDS_AND_EVIDENCE_BY_MILESTONE.csv,header row (row 0),SCHEMA_HEADER_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 0 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T32-R01,C,table_row,Table C.1 row 1,Table C.1,Table Row,"Milestone or record class = Authority and Project Start Pack || Minimum controlled record = Mandatory. Dated authority map, working title, route, supervisor, decision owner, milestone map, SCOPE baseline, AI-use rule and initial risk record. || Review, approval and retention = Student owns the pack; supervisor reviews the scientific route; official topic or supervisor approval is retained separately where required. Store in the private authoritative project workspace. || Missing or stale record: control response = Do not claim project start. Reopen orientation and the Problem Gate until authority, title, ownership and scope are controlled.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/07_SUBMISSION_AND_DEFENCE/C1_MILESTONE_EVIDENCE_REGISTER.csv,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/08_INSTITUTIONAL_LINKS/C1_PROJECT_RECORDS_AND_EVIDENCE_BY_MILESTONE.csv,data row 1,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 1 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T32-R02,C,table_row,Table C.1 row 2,Table C.1,Table Row,"Milestone or record class = Problem and feasibility record || Minimum controlled record = Mandatory. One-page proposal, SCOPE, access requests, permissions or refusals, licence terms, pilot or vertical slice, evaluation sketch, early ethics, privacy and security record, premortem and decision. || Review, approval and retention = Supervisor reviews; data, system or organisational owner authorises access where applicable. Keep approvals and sensitive access evidence in a restricted area linked from the project record. || Missing or stale record: control response = Reopen the Problem Gate. Stop collection or implementation beyond the authorised pilot until feasibility and authority are restored.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/07_SUBMISSION_AND_DEFENCE/C1_MILESTONE_EVIDENCE_REGISTER.csv,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/08_INSTITUTIONAL_LINKS/C1_PROJECT_RECORDS_AND_EVIDENCE_BY_MILESTONE.csv,data row 2,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 2 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T32-R03,C,table_row,Table C.1 row 3,Table C.1,Table Row,"Milestone or record class = Evidence Base Pack || Minimum controlled record = Mandatory. Claim–Evidence Map, search and query logs, eligibility rules, CORPUS Ledger, original-source anchors, appraisals and synthesis memo. Conditional. Review protocol and amendment record for formal synthesis. || Review, approval and retention = Student maintains the pack; supervisor or method reviewer challenges coverage and quality. Retain lawful copies or stable locators, extraction records and dated synthesis decisions. || Missing or stale record: control response = Reopen the Evidence Gate. Suspend unsupported claims and any design commitment that depends on the missing evidence.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/07_SUBMISSION_AND_DEFENCE/C1_MILESTONE_EVIDENCE_REGISTER.csv,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/08_INSTITUTIONAL_LINKS/C1_PROJECT_RECORDS_AND_EVIDENCE_BY_MILESTONE.csv,data row 3,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 3 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
APX-T32-R04,C,table_row,Table C.1 row 4,Table C.1,Table Row,"Milestone or record class = Approved Project Protocol || Minimum controlled record = Mandatory. DECIDE record, alternatives, selected route, method, instruments, sampling or data plan, evaluation contract, provenance and fallback. Conditional. Ethics, data, security, licence or site approvals. || Review, approval and retention = Supervisor accepts the scientific protocol; competent external authority approves regulated access or activity. Store the approved version and every amendment in a restricted, versioned protocol area. || Missing or stale record: control response = Reopen the Design Gate. Stop any unauthorised collection, intervention or deployment; repair the protocol before execution resumes.",MIGRATE_AS_EDITABLE_RECORD_ROW,NO_TABLE_ROW; REINTEGRATE ONLY THE STABLE PRINCIPLE WHERE REQUIRED,companion/07_SUBMISSION_AND_DEFENCE/C1_MILESTONE_EVIDENCE_REGISTER.csv,MIXED,BOOK_v3.9.0_INTEGRATION_COMPLETE,companion/08_INSTITUTIONAL_LINKS/C1_PROJECT_RECORDS_AND_EVIDENCE_BY_MILESTONE.csv,data row 4,EDITABLE_ROW_PRESENT,1.000,SOURCE SET RECHECKED 2026-08-23; VOLATILE VALUES NOT FROZEN,DISPOSITION_COMPLETED_IN_BOOK_v3.9.0,COMPANION_MIGRATION_CLOSED; BOOK_v3.9.0_INTEGRATION_CLOSED,Controlled CSV row 4 exists and normalised source-to-companion content comparison scored 1.000; source-date and source-code updates are governed by Phase 14C registers.
