record_id,level,filename,template_path,field_order,field_name,field_label,semantic_definition,entry_rule,requiredness,controlled_vocabulary,controlled_values,sensitivity,validation_rule,book_anchor
FULL-EXECUTION_PROVENANCE_RECORD_FULL,full,EXECUTION_PROVENANCE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/EXECUTION_PROVENANCE_RECORD_FULL.csv,3,source_state,Source state,"Verified source or identity information for source state, sufficient for independent resolution.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"record versions and evidence locators, not secrets, personal data or proprietary payloads",non-empty when required; internally consistent with linked records,"5.7 Preserve lineage, deviations and recovery; 6.6 Test robustness, reproducibility and transfer; 7.4 Write methodology, architecture and implementation as the route that actually produced the evidence"
FULL-EXECUTION_PROVENANCE_RECORD_FULL,full,EXECUTION_PROVENANCE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/EXECUTION_PROVENANCE_RECORD_FULL.csv,4,data_or_material_id,Data or material id,Stable identifier for data or material id. Use a reproducible project naming convention.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"record versions and evidence locators, not secrets, personal data or proprietary payloads",non-empty stable identifier; unique within the project namespace,"5.7 Preserve lineage, deviations and recovery; 6.6 Test robustness, reproducibility and transfer; 7.4 Write methodology, architecture and implementation as the route that actually produced the evidence"
FULL-EXECUTION_PROVENANCE_RECORD_FULL,full,EXECUTION_PROVENANCE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/EXECUTION_PROVENANCE_RECORD_FULL.csv,5,environment,environment,Record environment in sufficiently precise terms for a competent reviewer to reconstruct and challenge the decision.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"record versions and evidence locators, not secrets, personal data or proprietary payloads",non-empty when required; internally consistent with linked records,"5.7 Preserve lineage, deviations and recovery; 6.6 Test robustness, reproducibility and transfer; 7.4 Write methodology, architecture and implementation as the route that actually produced the evidence"
FULL-EXECUTION_PROVENANCE_RECORD_FULL,full,EXECUTION_PROVENANCE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/EXECUTION_PROVENANCE_RECORD_FULL.csv,6,dependencies,dependencies,Record dependencies in sufficiently precise terms for a competent reviewer to reconstruct and challenge the decision.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"record versions and evidence locators, not secrets, personal data or proprietary payloads",non-empty when required; internally consistent with linked records,"5.7 Preserve lineage, deviations and recovery; 6.6 Test robustness, reproducibility and transfer; 7.4 Write methodology, architecture and implementation as the route that actually produced the evidence"
FULL-EXECUTION_PROVENANCE_RECORD_FULL,full,EXECUTION_PROVENANCE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/EXECUTION_PROVENANCE_RECORD_FULL.csv,7,action,action,"Specific, owned and testable action for action.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"record versions and evidence locators, not secrets, personal data or proprietary payloads",non-empty when required; internally consistent with linked records,"5.7 Preserve lineage, deviations and recovery; 6.6 Test robustness, reproducibility and transfer; 7.4 Write methodology, architecture and implementation as the route that actually produced the evidence"
FULL-EXECUTION_PROVENANCE_RECORD_FULL,full,EXECUTION_PROVENANCE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/EXECUTION_PROVENANCE_RECORD_FULL.csv,8,candidate_output,Candidate output,Object produced by the work unit before inspection and disposition.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"record versions and evidence locators, not secrets, personal data or proprietary payloads",non-empty when required; internally consistent with linked records,"5.7 Preserve lineage, deviations and recovery; 6.6 Test robustness, reproducibility and transfer; 7.4 Write methodology, architecture and implementation as the route that actually produced the evidence"
FULL-EXECUTION_PROVENANCE_RECORD_FULL,full,EXECUTION_PROVENANCE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/EXECUTION_PROVENANCE_RECORD_FULL.csv,9,manual_intervention,Manual intervention,Record manual intervention in sufficiently precise terms for a competent reviewer to reconstruct and challenge the decision.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,conditional; in completed records use “not applicable — reason” rather than a blank cell,,,"record versions and evidence locators, not secrets, personal data or proprietary payloads",non-empty when required; internally consistent with linked records,"5.7 Preserve lineage, deviations and recovery; 6.6 Test robustness, reproducibility and transfer; 7.4 Write methodology, architecture and implementation as the route that actually produced the evidence"
FULL-EXECUTION_PROVENANCE_RECORD_FULL,full,EXECUTION_PROVENANCE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/EXECUTION_PROVENANCE_RECORD_FULL.csv,10,material_ai_assistance,Material ai assistance,"Consequential generative AI assistance affecting meaning, method, code, evidence, analysis or presentation.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"record versions and evidence locators, not secrets, personal data or proprietary payloads",non-empty when required; internally consistent with linked records,"5.7 Preserve lineage, deviations and recovery; 6.6 Test robustness, reproducibility and transfer; 7.4 Write methodology, architecture and implementation as the route that actually produced the evidence"
FULL-EXECUTION_PROVENANCE_RECORD_FULL,full,EXECUTION_PROVENANCE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/EXECUTION_PROVENANCE_RECORD_FULL.csv,11,failure_or_deviation,Failure or deviation,"Observed failure, exception or material departure from the authorised plan. Preserve rather than erase it.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"record versions and evidence locators, not secrets, personal data or proprietary payloads",non-empty when required; internally consistent with linked records,"5.7 Preserve lineage, deviations and recovery; 6.6 Test robustness, reproducibility and transfer; 7.4 Write methodology, architecture and implementation as the route that actually produced the evidence"
FULL-EXECUTION_PROVENANCE_RECORD_FULL,full,EXECUTION_PROVENANCE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/EXECUTION_PROVENANCE_RECORD_FULL.csv,12,inspection,inspection,Record inspection in sufficiently precise terms for a competent reviewer to reconstruct and challenge the decision.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"record versions and evidence locators, not secrets, personal data or proprietary payloads",non-empty when required; internally consistent with linked records,"5.7 Preserve lineage, deviations and recovery; 6.6 Test robustness, reproducibility and transfer; 7.4 Write methodology, architecture and implementation as the route that actually produced the evidence"
FULL-EXECUTION_PROVENANCE_RECORD_FULL,full,EXECUTION_PROVENANCE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/EXECUTION_PROVENANCE_RECORD_FULL.csv,13,disposition,disposition,"Accepted, repaired, repeated, rejected, deferred or quarantined outcome for the candidate object.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,work_disposition,accept locally; repair; repeat; reject; defer; quarantine,"record versions and evidence locators, not secrets, personal data or proprietary payloads",use one exact value from controlled vocabulary: work_disposition,"5.7 Preserve lineage, deviations and recovery; 6.6 Test robustness, reproducibility and transfer; 7.4 Write methodology, architecture and implementation as the route that actually produced the evidence"
FULL-EXECUTION_PROVENANCE_RECORD_FULL,full,EXECUTION_PROVENANCE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/EXECUTION_PROVENANCE_RECORD_FULL.csv,14,evidence_location,Evidence location,"Authorised workspace path, repository-relative path or stable identifier from which the evidence can be retrieved.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"record versions and evidence locators, not secrets, personal data or proprietary payloads",non-empty when required; internally consistent with linked records,"5.7 Preserve lineage, deviations and recovery; 6.6 Test robustness, reproducibility and transfer; 7.4 Write methodology, architecture and implementation as the route that actually produced the evidence"
FULL-EXECUTION_PROVENANCE_RECORD_FULL,full,EXECUTION_PROVENANCE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/EXECUTION_PROVENANCE_RECORD_FULL.csv,15,date,date,"ISO 8601 date on which the action, observation or disposition occurred.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"record versions and evidence locators, not secrets, personal data or proprietary payloads",ISO 8601 date (YYYY-MM-DD),"5.7 Preserve lineage, deviations and recovery; 6.6 Test robustness, reproducibility and transfer; 7.4 Write methodology, architecture and implementation as the route that actually produced the evidence"
FULL-EXECUTION_PROVENANCE_RECORD_FULL,full,EXECUTION_PROVENANCE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/EXECUTION_PROVENANCE_RECORD_FULL.csv,16,owner,owner,Person responsible for the object or next action. Use a role rather than personal contact data when appropriate.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"record versions and evidence locators, not secrets, personal data or proprietary payloads",non-empty when required; internally consistent with linked records,"5.7 Preserve lineage, deviations and recovery; 6.6 Test robustness, reproducibility and transfer; 7.4 Write methodology, architecture and implementation as the route that actually produced the evidence"
FULL-FEASIBILITY_SPRINT_RECORD_FULL,full,FEASIBILITY_SPRINT_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/FEASIBILITY_SPRINT_RECORD_FULL.csv,1,Sprint identifier,Sprint identifier,Stable identifier.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"2.6 Run a bounded feasibility sprint; 2.7 Continue, narrow, pivot or stop"
FULL-FEASIBILITY_SPRINT_RECORD_FULL,full,FEASIBILITY_SPRINT_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/FEASIBILITY_SPRINT_RECORD_FULL.csv,2,Critical uncertainty,Critical uncertainty,Most costly unresolved assumption.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"2.6 Run a bounded feasibility sprint; 2.7 Continue, narrow, pivot or stop"
FULL-FEASIBILITY_SPRINT_RECORD_FULL,full,FEASIBILITY_SPRINT_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/FEASIBILITY_SPRINT_RECORD_FULL.csv,3,Why this uncertainty first,Why this uncertainty first,Decision consequence and dependency.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"2.6 Run a bounded feasibility sprint; 2.7 Continue, narrow, pivot or stop"
FULL-FEASIBILITY_SPRINT_RECORD_FULL,full,FEASIBILITY_SPRINT_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/FEASIBILITY_SPRINT_RECORD_FULL.csv,4,Bounded action,Bounded action,Smallest safe test.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"2.6 Run a bounded feasibility sprint; 2.7 Continue, narrow, pivot or stop"
FULL-FEASIBILITY_SPRINT_RECORD_FULL,full,FEASIBILITY_SPRINT_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/FEASIBILITY_SPRINT_RECORD_FULL.csv,5,Starting state,Starting state,"Version, data, environment or protocol.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"2.6 Run a bounded feasibility sprint; 2.7 Continue, narrow, pivot or stop"
FULL-FEASIBILITY_SPRINT_RECORD_FULL,full,FEASIBILITY_SPRINT_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/FEASIBILITY_SPRINT_RECORD_FULL.csv,6,Authority and safety,Authority and safety,"Permissions, privacy and irreversible-action controls.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"2.6 Run a bounded feasibility sprint; 2.7 Continue, narrow, pivot or stop"
FULL-FEASIBILITY_SPRINT_RECORD_FULL,full,FEASIBILITY_SPRINT_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/FEASIBILITY_SPRINT_RECORD_FULL.csv,7,Evidence to retain,Evidence to retain,"Logs, sample, screenshot, decision trace, output or observation.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"2.6 Run a bounded feasibility sprint; 2.7 Continue, narrow, pivot or stop"
FULL-FEASIBILITY_SPRINT_RECORD_FULL,full,FEASIBILITY_SPRINT_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/FEASIBILITY_SPRINT_RECORD_FULL.csv,8,Acceptance criterion,Acceptance criterion,Declared before outcome.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"2.6 Run a bounded feasibility sprint; 2.7 Continue, narrow, pivot or stop"
FULL-FEASIBILITY_SPRINT_RECORD_FULL,full,FEASIBILITY_SPRINT_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/FEASIBILITY_SPRINT_RECORD_FULL.csv,9,Failure criterion,Failure criterion,Declared before outcome.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"2.6 Run a bounded feasibility sprint; 2.7 Continue, narrow, pivot or stop"
FULL-FEASIBILITY_SPRINT_RECORD_FULL,full,FEASIBILITY_SPRINT_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/FEASIBILITY_SPRINT_RECORD_FULL.csv,10,Outcome,Outcome,Observed result without interpretation inflation.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"2.6 Run a bounded feasibility sprint; 2.7 Continue, narrow, pivot or stop"
FULL-FEASIBILITY_SPRINT_RECORD_FULL,full,FEASIBILITY_SPRINT_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/FEASIBILITY_SPRINT_RECORD_FULL.csv,11,Decision,Decision,"Continue, narrow, pivot or stop.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"2.6 Run a bounded feasibility sprint; 2.7 Continue, narrow, pivot or stop"
FULL-FEASIBILITY_SPRINT_RECORD_FULL,full,FEASIBILITY_SPRINT_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/FEASIBILITY_SPRINT_RECORD_FULL.csv,12,Objects to update,Objects to update,"SCOPE, CORPUS, DECIDE or another record.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"2.6 Run a bounded feasibility sprint; 2.7 Continue, narrow, pivot or stop"
FULL-FEASIBILITY_SPRINT_RECORD_FULL,full,FEASIBILITY_SPRINT_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/FEASIBILITY_SPRINT_RECORD_FULL.csv,13,Gate reopened,Gate reopened,Earliest responsible gate.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,Project Start Pack / opening control; Problem Gate; Evidence Gate; Design Gate; Execution Gate; Claim Gate; Argument Gate; Editorial Gate; Defence Readiness Gate,"controlled project metadata; no credentials, direct identifiers or confidential payloads",use one exact common gate/control name or an explicit justified external authority route where the record permits it,"2.6 Run a bounded feasibility sprint; 2.7 Continue, narrow, pivot or stop"
FULL-FEASIBILITY_SPRINT_RECORD_FULL,full,FEASIBILITY_SPRINT_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/FEASIBILITY_SPRINT_RECORD_FULL.csv,14,"Owner, reviewer, dates and version","Owner, reviewer, dates and version",Complete lifecycle.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",explicit version or dated revision; no ambiguous labels such as final-final,"2.6 Run a bounded feasibility sprint; 2.7 Continue, narrow, pivot or stop"
FULL-GATE_RECORD_FULL,full,GATE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/GATE_RECORD_FULL.csv,1,gate_id,Gate id,"Stable gate-decision record identifier, distinct from the canonical gate code.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty stable identifier; unique within the project namespace,"1.8 Build your Project Start Pack; 2.7 Continue, narrow, pivot or stop; 2.8 Build the one-page proposal and pass the Problem Gate; 3.8 Build the Evidence Base Pack and pass the Evidence Gate; 4.8 Assemble the Approved Project Protocol and pass the Design Gate; 5.8 Assemble the Execution Dossier and pass the Execution Gate; 6.8 Assemble the Evaluation and Claim Dossier and pass the Claim Gate; 7.8 Assemble the coherent manuscript and pass the Argument Gate"
FULL-GATE_RECORD_FULL,full,GATE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/GATE_RECORD_FULL.csv,2,gate_name,Gate name,Record gate name in sufficiently precise terms for a competent reviewer to reconstruct and challenge the decision.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,Project Start Pack / opening control; Problem Gate; Evidence Gate; Design Gate; Execution Gate; Claim Gate; Argument Gate; Editorial Gate; Defence Readiness Gate,"controlled project metadata; no credentials, direct identifiers or confidential payloads",use one exact common gate/control name or an explicit justified external authority route where the record permits it,"1.8 Build your Project Start Pack; 2.7 Continue, narrow, pivot or stop; 2.8 Build the one-page proposal and pass the Problem Gate; 3.8 Build the Evidence Base Pack and pass the Evidence Gate; 4.8 Assemble the Approved Project Protocol and pass the Design Gate; 5.8 Assemble the Execution Dossier and pass the Execution Gate; 6.8 Assemble the Evaluation and Claim Dossier and pass the Claim Gate; 7.8 Assemble the coherent manuscript and pass the Argument Gate"
FULL-GATE_RECORD_FULL,full,GATE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/GATE_RECORD_FULL.csv,3,decision_question,Decision question,Exact question that the gate or control must answer before progression.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"1.8 Build your Project Start Pack; 2.7 Continue, narrow, pivot or stop; 2.8 Build the one-page proposal and pass the Problem Gate; 3.8 Build the Evidence Base Pack and pass the Evidence Gate; 4.8 Assemble the Approved Project Protocol and pass the Design Gate; 5.8 Assemble the Execution Dossier and pass the Execution Gate; 6.8 Assemble the Evaluation and Claim Dossier and pass the Claim Gate; 7.8 Assemble the coherent manuscript and pass the Argument Gate"
FULL-GATE_RECORD_FULL,full,GATE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/GATE_RECORD_FULL.csv,4,authoritative_objects,Authoritative objects,Record authoritative objects in sufficiently precise terms for a competent reviewer to reconstruct and challenge the decision.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"1.8 Build your Project Start Pack; 2.7 Continue, narrow, pivot or stop; 2.8 Build the one-page proposal and pass the Problem Gate; 3.8 Build the Evidence Base Pack and pass the Evidence Gate; 4.8 Assemble the Approved Project Protocol and pass the Design Gate; 5.8 Assemble the Execution Dossier and pass the Execution Gate; 6.8 Assemble the Evaluation and Claim Dossier and pass the Claim Gate; 7.8 Assemble the coherent manuscript and pass the Argument Gate"
FULL-GATE_RECORD_FULL,full,GATE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/GATE_RECORD_FULL.csv,5,evidence_status,Evidence status,"State of the required evidence: missing, candidate, verified, conditionally accepted or rejected.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,evidence_status,missing; candidate; verified; accepted conditionally; rejected,"controlled project metadata; no credentials, direct identifiers or confidential payloads",use one exact value from controlled vocabulary: evidence_status,"1.8 Build your Project Start Pack; 2.7 Continue, narrow, pivot or stop; 2.8 Build the one-page proposal and pass the Problem Gate; 3.8 Build the Evidence Base Pack and pass the Evidence Gate; 4.8 Assemble the Approved Project Protocol and pass the Design Gate; 5.8 Assemble the Execution Dossier and pass the Execution Gate; 6.8 Assemble the Evaluation and Claim Dossier and pass the Claim Gate; 7.8 Assemble the coherent manuscript and pass the Argument Gate"
FULL-GATE_RECORD_FULL,full,GATE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/GATE_RECORD_FULL.csv,6,strongest_objection,Strongest objection,Record strongest objection in sufficiently precise terms for a competent reviewer to reconstruct and challenge the decision.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"1.8 Build your Project Start Pack; 2.7 Continue, narrow, pivot or stop; 2.8 Build the one-page proposal and pass the Problem Gate; 3.8 Build the Evidence Base Pack and pass the Evidence Gate; 4.8 Assemble the Approved Project Protocol and pass the Design Gate; 5.8 Assemble the Execution Dossier and pass the Execution Gate; 6.8 Assemble the Evaluation and Claim Dossier and pass the Claim Gate; 7.8 Assemble the coherent manuscript and pass the Argument Gate"
FULL-GATE_RECORD_FULL,full,GATE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/GATE_RECORD_FULL.csv,7,unresolved_authority,Unresolved authority,"Named authority, permission or rights basis governing unresolved authority.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,conditional; in completed records use “not applicable — reason” rather than a blank cell,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"1.8 Build your Project Start Pack; 2.7 Continue, narrow, pivot or stop; 2.8 Build the one-page proposal and pass the Problem Gate; 3.8 Build the Evidence Base Pack and pass the Evidence Gate; 4.8 Assemble the Approved Project Protocol and pass the Design Gate; 5.8 Assemble the Execution Dossier and pass the Execution Gate; 6.8 Assemble the Evaluation and Claim Dossier and pass the Claim Gate; 7.8 Assemble the coherent manuscript and pass the Argument Gate"
FULL-GATE_RECORD_FULL,full,GATE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/GATE_RECORD_FULL.csv,8,decision,decision,Explicit disposition selected from the record’s controlled outcomes and justified by named evidence.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,gate_decision,pass; pass with conditions; repair; return; await authority; stop,"controlled project metadata; no credentials, direct identifiers or confidential payloads",use one exact value from controlled vocabulary: gate_decision,"1.8 Build your Project Start Pack; 2.7 Continue, narrow, pivot or stop; 2.8 Build the one-page proposal and pass the Problem Gate; 3.8 Build the Evidence Base Pack and pass the Evidence Gate; 4.8 Assemble the Approved Project Protocol and pass the Design Gate; 5.8 Assemble the Execution Dossier and pass the Execution Gate; 6.8 Assemble the Evaluation and Claim Dossier and pass the Claim Gate; 7.8 Assemble the coherent manuscript and pass the Argument Gate"
FULL-GATE_RECORD_FULL,full,GATE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/GATE_RECORD_FULL.csv,9,conditions_or_repairs,Conditions or repairs,"Specific, owned and testable action for conditions or repairs.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"1.8 Build your Project Start Pack; 2.7 Continue, narrow, pivot or stop; 2.8 Build the one-page proposal and pass the Problem Gate; 3.8 Build the Evidence Base Pack and pass the Evidence Gate; 4.8 Assemble the Approved Project Protocol and pass the Design Gate; 5.8 Assemble the Execution Dossier and pass the Execution Gate; 6.8 Assemble the Evaluation and Claim Dossier and pass the Claim Gate; 7.8 Assemble the coherent manuscript and pass the Argument Gate"
FULL-GATE_RECORD_FULL,full,GATE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/GATE_RECORD_FULL.csv,10,earliest_return_gate,Earliest return gate,Earliest gate responsible for the defect. Later-stage repair must not conceal earlier scientific drift.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,Project Start Pack / opening control; Problem Gate; Evidence Gate; Design Gate; Execution Gate; Claim Gate; Argument Gate; Editorial Gate; Defence Readiness Gate,"controlled project metadata; no credentials, direct identifiers or confidential payloads",use one exact common gate/control name or an explicit justified external authority route where the record permits it,"1.8 Build your Project Start Pack; 2.7 Continue, narrow, pivot or stop; 2.8 Build the one-page proposal and pass the Problem Gate; 3.8 Build the Evidence Base Pack and pass the Evidence Gate; 4.8 Assemble the Approved Project Protocol and pass the Design Gate; 5.8 Assemble the Execution Dossier and pass the Execution Gate; 6.8 Assemble the Evaluation and Claim Dossier and pass the Claim Gate; 7.8 Assemble the coherent manuscript and pass the Argument Gate"
FULL-GATE_RECORD_FULL,full,GATE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/GATE_RECORD_FULL.csv,11,reviewer,reviewer,Named person or competent role that inspected the current version.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,"1.8 Build your Project Start Pack; 2.7 Continue, narrow, pivot or stop; 2.8 Build the one-page proposal and pass the Problem Gate; 3.8 Build the Evidence Base Pack and pass the Evidence Gate; 4.8 Assemble the Approved Project Protocol and pass the Design Gate; 5.8 Assemble the Execution Dossier and pass the Execution Gate; 6.8 Assemble the Evaluation and Claim Dossier and pass the Claim Gate; 7.8 Assemble the coherent manuscript and pass the Argument Gate"
FULL-GATE_RECORD_FULL,full,GATE_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/GATE_RECORD_FULL.csv,12,decision_date,Decision date,ISO 8601 date associated with decision date.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",ISO 8601 date (YYYY-MM-DD),"1.8 Build your Project Start Pack; 2.7 Continue, narrow, pivot or stop; 2.8 Build the one-page proposal and pass the Problem Gate; 3.8 Build the Evidence Base Pack and pass the Evidence Gate; 4.8 Assemble the Approved Project Protocol and pass the Design Gate; 5.8 Assemble the Execution Dossier and pass the Execution Gate; 6.8 Assemble the Evaluation and Claim Dossier and pass the Claim Gate; 7.8 Assemble the coherent manuscript and pass the Argument Gate"
